MfgCode|BrandID|PartNo|HazMatCode|BaseItemNo|GTIN|GTINQualifier|BrandLabel|SubBrandID|SubBrandLabel|VMRSBrandID|ACESApplication|ItemQtySize|ItemQtyUOM|ContainerType|QtyPerApp|QtyPerAppUOM|QtyPerAppQualifier|EffectiveDate|AvailableDate|MinOrder|MinOrderUOM|GroupCode|SubGroupCode|UNSPSC|PartType|CategoryCode|VMRSCode
|JVYD|AFF219855114335MB|||781119502134||||||||||||||||||||7644||
|JVYD|AFF21985512035MB|||781119502172||||||||||||||||||||7644||
|JVYD|AFF21995511235MB|||781119502219||||||||||||||||||||7644||
|JVYD|AFF219955114335MB|||781119502257||||||||||||||||||||7644||
|JVYD|AFF21995512035MB|||781119502295||||||||||||||||||||7644||
|JVYD|AFF220105511235MB|||781119502363||||||||||||||||||||7644||
|JVYD|AFF220105511445MB|||781119502448||||||||||||||||||||7644||
|JVYD|AFF220105512035MB|||781119502523||||||||||||||||||||7644||
|JVYD|AFF2209511230MB|||781119502325||||||||||||||||||||7644||
|JVYD|AFF2209511432MB|||781119502400||||||||||||||||||||7644||
|JVYD|AFF2209512030MB|||781119502486||||||||||||||||||||7644||
|JVYD|AFF21985511235BZ|||781119502080||||||||||||||||||||7644||
|JVYD|AFF219855114335BZ|||781119502127||||||||||||||||||||7644||
|JVYD|AFF21985512035BZ|||781119502165||||||||||||||||||||7644||
|JVYD|AFF21995511235BZ|||781119502202||||||||||||||||||||7644||
|JVYD|AFF219955114335BZ|||781119502240||||||||||||||||||||7644||
|JVYD|AFF21995512035BZ|||781119502288||||||||||||||||||||7644||
|JVYD|AFF220105511235BZ|||781119502370||||||||||||||||||||7644||
|JVYD|AFF220105511445BZ|||781119502455||||||||||||||||||||7644||
|JVYD|AFF220105512035BZ|||781119502530||||||||||||||||||||7644||
|JVYD|AFF2209511230BZ|||781119502332||||||||||||||||||||7644||
|JVYD|AFF2209511432BZ|||781119502417||||||||||||||||||||7644||
|JVYD|AFF2209512030BZ|||781119502493||||||||||||||||||||7644||
|JVYD|AFF21985511235MG|||781119502103||||||||||||||||||||7644||
|JVYD|AFF219855114335MG|||781119502141||||||||||||||||||||7644||
|JVYD|AFF21985512035MG|||781119502189||||||||||||||||||||7644||
|JVYD|AFF21995511235MG|||781119502226||||||||||||||||||||7644||
|JVYD|AFF219955114335MG|||781119502264||||||||||||||||||||7644||
|JVYD|AFF21995512035MG|||781119502301||||||||||||||||||||7644||
|JVYD|AFF220105511235MG|||781119502387||||||||||||||||||||7644||
|JVYD|AFF220105511445MG|||781119502462||||||||||||||||||||7644||
|JVYD|AFF220105512035MG|||781119502547||||||||||||||||||||7644||
|JVYD|AFF2209511230MG|||781119502349||||||||||||||||||||7644||
|JVYD|AFF2209511432MG|||781119502424||||||||||||||||||||7644||
|JVYD|AFF2209512030MG|||781119502509||||||||||||||||||||7644||
|JVYD|AFF320105511445SMF|||781119501243||||||||||||||||||||7644||
|JVYD|AFF320105512035SMF|||781119501304||||||||||||||||||||7644||
|JVYD|AFF3209511432SMF|||781119501212||||||||||||||||||||7644||
|JVYD|AFF3209512030SMF|||781119501274||||||||||||||||||||7644||
|JVYD|AFF320105511445MB|||781119501229||||||||||||||||||||7644||
|JVYD|AFF320105512035MB|||781119501281||||||||||||||||||||7644||
|JVYD|AFF3209511432MB|||781119501199||||||||||||||||||||7644||
|JVYD|AFF3209512030MB|||781119501250||||||||||||||||||||7644||
|JVYD|AFF320105511445BZ|||781119501236||||||||||||||||||||7644||
|JVYD|AFF320105512035BZ|||781119501298||||||||||||||||||||7644||
|JVYD|AFF3209511432BZ|||781119501205||||||||||||||||||||7644||
|JVYD|AFF3209512030BZ|||781119501267||||||||||||||||||||7644||
|JVYD|AFF71885511235SMF|||781119500574||||||||||||||||||||7644||
|JVYD|AFF71885511435SMF|||781119500758||||||||||||||||||||7644||
|JVYD|AFF71885512035SMF|||781119500932||||||||||||||||||||7644||
|JVYD|AFF71895511235SMF|||781119500581||||||||||||||||||||7644||
|JVYD|AFF71895511435SMF|||781119500765||||||||||||||||||||7644||
|JVYD|AFF71895512035SMF|||781119500949||||||||||||||||||||7644||
|JVYD|AFF71985511235SMF|||781119500598||||||||||||||||||||7644||
|JVYD|AFF71985511435SMF|||781119500772||||||||||||||||||||7644||
|JVYD|AFF71985512035SMF|||781119500956||||||||||||||||||||7644||
|JVYD|AFF71995511235SMF|||781119500604||||||||||||||||||||7644||
|JVYD|AFF71995511435SMF|||781119500789||||||||||||||||||||7644||
|JVYD|AFF71995512035SMF|||781119500963||||||||||||||||||||7644||
|JVYD|AFF720105511235SMF|||781119500628||||||||||||||||||||7644||
|JVYD|AFF720105511435SMF|||781119500802||||||||||||||||||||7644||
|JVYD|AFF720105512035SMF|||781119500987||||||||||||||||||||7644||
|JVYD|AFF72090511230SMF|||781119500611||||||||||||||||||||7644||
|JVYD|AFF72090511430SMF|||781119500796||||||||||||||||||||7644||
|JVYD|AFF72090512030SMF|||781119500970||||||||||||||||||||7644||
|JVYD|AFF71885511235MB|||781119500635||||||||||||||||||||7644||
|JVYD|AFF71885511435MB|||781119500819||||||||||||||||||||7644||
|JVYD|AFF71885512035MB|||781119500994||||||||||||||||||||7644||
|JVYD|AFF71895511235MB|||781119500642||||||||||||||||||||7644||
|JVYD|AFF71895511435MB|||781119500826||||||||||||||||||||7644||
|JVYD|AFF71895512035MB|||781119501007||||||||||||||||||||7644||
|JVYD|AFF71985511235MB|||781119500659||||||||||||||||||||7644||
|JVYD|AFF71985511435MB|||781119500833||||||||||||||||||||7644||
|JVYD|AFF71985512035MB|||781119501014||||||||||||||||||||7644||
|JVYD|AFF71995511235MB|||781119500666||||||||||||||||||||7644||
|JVYD|AFF71995511435MB|||781119500840||||||||||||||||||||7644||
|JVYD|AFF71995512035MB|||781119501021||||||||||||||||||||7644||
|JVYD|AFF720105511235MB|||781119500680||||||||||||||||||||7644||
|JVYD|AFF720105511435MB|||781119500864||||||||||||||||||||7644||
|JVYD|AFF720105512035MB|||781119501045||||||||||||||||||||7644||
|JVYD|AFF72090511230MB|||781119500673||||||||||||||||||||7644||
|JVYD|AFF72090511430MB|||781119500857||||||||||||||||||||7644||
|JVYD|AFF72090512030MB|||781119501038||||||||||||||||||||7644||
|JVYD|AFF71885511235BZ|||781119500697||||||||||||||||||||7644||
|JVYD|AFF71885511435BZ|||781119500871||||||||||||||||||||7644||
|JVYD|AFF71885512035BZ|||781119501052||||||||||||||||||||7644||
|JVYD|AFF71895511235BZ|||781119500703||||||||||||||||||||7644||
|JVYD|AFF71895511435BZ|||781119500888||||||||||||||||||||7644||
|JVYD|AFF71895512035BZ|||781119501069||||||||||||||||||||7644||
|JVYD|AFF71985511235BZ|||781119500710||||||||||||||||||||7644||
|JVYD|AFF71985511435BZ|||781119500895||||||||||||||||||||7644||
|JVYD|AFF71985512035BZ|||781119501076||||||||||||||||||||7644||
|JVYD|AFF71995511235BZ|||781119500727||||||||||||||||||||7644||
|JVYD|AFF71995511435BZ|||781119500901||||||||||||||||||||7644||
|JVYD|AFF71995512035BZ|||781119501083||||||||||||||||||||7644||
|JVYD|AFF720105511235BZ|||781119500741||||||||||||||||||||7644||
|JVYD|AFF720105511435BZ|||781119500925||||||||||||||||||||7644||
|JVYD|AFF720105512035BZ|||781119501106||||||||||||||||||||7644||
|JVYD|AFF72090511230BZ|||781119500734||||||||||||||||||||7644||
|JVYD|AFF72090511430BZ|||781119500918||||||||||||||||||||7644||
|JVYD|AFF72090512030BZ|||781119501090||||||||||||||||||||7644||
|JVYD|AFF920105511235SMF|||781119510177||||||||||||||||||||7644||
|JVYD|AFF920105511435SMF|||781119510115||||||||||||||||||||7644||
|JVYD|AFF920105512035SMF|||781119510054||||||||||||||||||||7644||
|JVYD|AFF92090511230SMF|||781119510146||||||||||||||||||||7644||
|JVYD|AFF92090511430SMF|||781119510085||||||||||||||||||||7644||
|JVYD|AFF92090512030SMF|||781119510023||||||||||||||||||||7644||
|JVYD|AFF920105511235MB|||781119510153||||||||||||||||||||7644||
|JVYD|AFF920105511435MB|||781119510092||||||||||||||||||||7644||
|JVYD|AFF920105512035MB|||781119510030||||||||||||||||||||7644||
|JVYD|AFF92090511230MB|||781119510122||||||||||||||||||||7644||
|JVYD|AFF92090511430MB|||781119510061||||||||||||||||||||7644||
|JVYD|AFF92090512030MB|||781119510009||||||||||||||||||||7644||
|JVYD|AFF920105511235BZ|||781119510160||||||||||||||||||||7644||
|JVYD|AFF920105511435BZ|||781119510108||||||||||||||||||||7644||
|JVYD|AFF920105512035BZ|||781119510047||||||||||||||||||||7644||
|JVYD|AFF92090511230BZ|||781119510139||||||||||||||||||||7644||
|JVYD|AFF92090511430BZ|||781119510078||||||||||||||||||||7644||
|JVYD|AFF92090512030BZ|||781119510016||||||||||||||||||||7644||
|JVYD|AH0115804100114320SMF|||717416625023||||||||||||||||||||7644||
|JVYD|AH0116804100114315SMF|||717416625061||||||||||||||||||||7644||
|JVYD|AH0117905100114325SMF|||717416628697||||||||||||||||||||7644||
|JVYD|AH011895510035SMF|||717416625177||||||||||||||||||||7644||
|JVYD|AH0118955114330SMF|||717416628772||||||||||||||||||||7644||
|JVYD|AH021780410011435GB|||717416631840||||||||||||||||||||7644||
|JVYD|AH021780510011435GB|||717416631857||||||||||||||||||||7644||
|JVYD|AH021885510035GB|||717416631864||||||||||||||||||||7644||
|JVYD|AH021885511435GB|||717416631871||||||||||||||||||||7644||
|JVYD|AH021885512035GB|||781119501311||||||||||||||||||||7644||
|JVYD|AH021895510035GB|||781119501328||||||||||||||||||||7644||
|JVYD|AH021895511430GB|||717416631895||||||||||||||||||||7644||
|JVYD|AH021895512035GB|||781119501335||||||||||||||||||||7644||
|JVYD|AH021911511415GB|||717416634094||||||||||||||||||||7644||
|JVYD|AH021911511422GB|||717416634100||||||||||||||||||||7644||
|JVYD|AH021995511412GB|||717416634070||||||||||||||||||||7644||
|JVYD|AH021995511422GB|||717416634087||||||||||||||||||||7644||
|JVYD|AH021985511232GB|||744289325309||||||||||||||||||||7644||
|JVYD|AH021995511235GB|||744289605777||||||||||||||||||||7644||
|JVYD|AH021985511435GB|||744289400235||||||||||||||||||||7644||
|JVYD|AH021995511430GB|||744289601816||||||||||||||||||||7644||
|JVYD|AH021985512035GB|||744289900322||||||||||||||||||||7644||
|JVYD|AH021995512035GB|||744289383354||||||||||||||||||||7644||
|JVYD|AH021985511232HB|||744289610016||||||||||||||||||||7644||
|JVYD|AH021995511235HB|||744289202648||||||||||||||||||||7644||
|JVYD|AH021985511435HB|||744289154329||||||||||||||||||||7644||
|JVYD|AH021995511430HB|||744289134086||||||||||||||||||||7644||
|JVYD|AH021985512035HB|||744289813943||||||||||||||||||||7644||
|JVYD|AH021995512035HB|||744289343877||||||||||||||||||||7644||
|JVYD|AH021780410011435HB|||781119501342||||||||||||||||||||7644||
|JVYD|AH021780510011435HB|||781119501359||||||||||||||||||||7644||
|JVYD|AH02188551003HB|||781119501366||||||||||||||||||||7644||
|JVYD|AH021885511435HB|||781119501373||||||||||||||||||||7644||
|JVYD|AH021885512035HB|||781119501380||||||||||||||||||||7644||
|JVYD|AH021895510035HB|||781119501397||||||||||||||||||||7644||
|JVYD|AH021895511430HB|||781119501403||||||||||||||||||||7644||
|JVYD|AH021895512035HB|||781119501410||||||||||||||||||||7644||
|JVYD|AH021911511415HB|||781119501427||||||||||||||||||||7644||
|JVYD|AH021911511422HB|||781119501434||||||||||||||||||||7644||
|JVYD|AH021995511412HB|||781119501441||||||||||||||||||||7644||
|JVYD|AH021995511422HB|||781119501458||||||||||||||||||||7644||
|JVYD|AH021985511232SML|||744289034928||||||||||||||||||||7644||
|JVYD|AH021995511235SML|||744289475486||||||||||||||||||||7644||
|JVYD|AH021985511435SML|||744289487199||||||||||||||||||||7644||
|JVYD|AH021995511430SML|||744289878065||||||||||||||||||||7644||
|JVYD|AH021985512035SML|||744289156903||||||||||||||||||||7644||
|JVYD|AH021995512035SML|||744289272313||||||||||||||||||||7644||
|JVYD|AH0217804100114335SML|||717416625252||||||||||||||||||||7644||
|JVYD|AH0217805100114335SML|||717416625290||||||||||||||||||||7644||
|JVYD|AH021885510035SML|||717416628826||||||||||||||||||||7644||
|JVYD|AH0218855114335SML|||717416625351||||||||||||||||||||7644||
|JVYD|AH021885512035SML|||717416625375||||||||||||||||||||7644||
|JVYD|AH021895510035SML|||781119501465||||||||||||||||||||7644||
|JVYD|AH0218955114330SML|||717416628925||||||||||||||||||||7644||
|JVYD|AH021895512035SML|||717416625429||||||||||||||||||||7644||
|JVYD|AH0219115114315SML|||717416625450||||||||||||||||||||7644||
|JVYD|AH0219115114322SML|||717416625467||||||||||||||||||||7644||
|JVYD|AH0219955114312SML|||717416625436||||||||||||||||||||7644||
|JVYD|AH0219955114322SML|||717416625443||||||||||||||||||||7644||
|JVYD|AH0315804100114320FB|||717416625474||||||||||||||||||||7644||
|JVYD|AH0316804100114315FB|||717416625528||||||||||||||||||||7644||
|JVYD|AH0317905100114325FB|||717416625580||||||||||||||||||||7644||
|JVYD|AH0318955114330FB|||717416625658||||||||||||||||||||7644||
|JVYD|AH0319115114315FB|||717416625771||||||||||||||||||||7644||
|JVYD|AH0319115114322FB|||717416625788||||||||||||||||||||7644||
|JVYD|AH0319955114312FB|||717416625757||||||||||||||||||||7644||
|JVYD|AH0319955114322FB|||717416625764||||||||||||||||||||7644||
|JVYD|AH0315804100114320SMF|||717416625498||||||||||||||||||||7644||
|JVYD|AH0316804100114315SMF|||717416625535||||||||||||||||||||7644||
|JVYD|AH0317905100114325SMF|||717416625603||||||||||||||||||||7644||
|JVYD|AH03181055114325SMF|||717416625726||||||||||||||||||||7644||
|JVYD|AH031895510035SMF|||717416625634||||||||||||||||||||7644||
|JVYD|AH0318955114330SMF|||717416625665||||||||||||||||||||7644||
|JVYD|AH0319115114322SML|||717416629045||||||||||||||||||||7644||
|JVYD|AH0319955114322SML|||717416629069||||||||||||||||||||7644||
|JVYD|AH0415804100114320SML|||717416625818||||||||||||||||||||7644||
|JVYD|AH0416804100114315SML|||717416625863||||||||||||||||||||7644||
|JVYD|AH0417905100114325SML|||717416629106||||||||||||||||||||7644||
|JVYD|AH041895510035SML|||717416625986||||||||||||||||||||7644||
|JVYD|AH0418955114330SMF|||717416629151||||||||||||||||||||7644||
|JVYD|AH0515804100114320FB|||717416626068||||||||||||||||||||7644||
|JVYD|AH0516804100114315FB|||717416626112||||||||||||||||||||7644||
|JVYD|AH0517905100114325FB|||717416626174||||||||||||||||||||7644||
|JVYD|AH0518855114335FB|||717416629250||||||||||||||||||||7644||
|JVYD|AH0518955114335FB|||717416626280||||||||||||||||||||7644||
|JVYD|AH0515804100114320SMF|||717416626082||||||||||||||||||||7644||
|JVYD|AH0516804100114315SMF|||717416629199||||||||||||||||||||7644||
|JVYD|AH0517905100114325SMF|||717416626198||||||||||||||||||||7644||
|JVYD|AH051885510035SMF|||717416626228||||||||||||||||||||7644||
|JVYD|AH0518855114335SMF|||717416626259||||||||||||||||||||7644||
|JVYD|AH051895510035SMF|||717416626273||||||||||||||||||||7644||
|JVYD|AH0518955114335SMF|||717416633639||||||||||||||||||||7644||
|JVYD|AH061790510035MB|||717416629335||||||||||||||||||||7644||
|JVYD|AH0617905114335MB|||717416629373||||||||||||||||||||7644||
|JVYD|AH0618105114325MB|||717416629458||||||||||||||||||||7644||
|JVYD|AH061890510030MB|||717416629526||||||||||||||||||||7644||
|JVYD|AH0618905114330MB|||717416629618||||||||||||||||||||7644||
|JVYD|AH061790510035MG|||781119501472||||||||||||||||||||7644||
|JVYD|AH061790511435MG|||781119501489||||||||||||||||||||7644||
|JVYD|AH0618105114325MG|||781119501502||||||||||||||||||||7644||
|JVYD|AH061890510030MG|||781119501496||||||||||||||||||||7644||
|JVYD|AH061890511430MG|||781119501519||||||||||||||||||||7644||
|JVYD|AH061790510035BZ|||717416629328||||||||||||||||||||7644||
|JVYD|AH0617905114335BZ|||717416629366||||||||||||||||||||7644||
|JVYD|AH0618105114325BZ|||717416629441||||||||||||||||||||7644||
|JVYD|AH061890510030BZ|||717416629519||||||||||||||||||||7644||
|JVYD|AH0618905114330BZ|||717416629601||||||||||||||||||||7644||
|JVYD|AH071885510035FGB|||717416629656||||||||||||||||||||7644||
|JVYD|AH0718855114335FGB|||717416629694||||||||||||||||||||7644||
|JVYD|AH071895510035FGB|||781119501151||||||||||||||||||||7644||
|JVYD|AH0718955114330FGB|||717416629779||||||||||||||||||||7644||
|JVYD|AH071885510035FW|||717416633578||||||||||||||||||||7644||
|JVYD|AH0718855114335FW|||717416633592||||||||||||||||||||7644||
|JVYD|AH071895510035FW|||781119501182||||||||||||||||||||7644||
|JVYD|AH0718955114330FW|||717416633608||||||||||||||||||||7644||
|JVYD|AH071885510035HB|||717416629670||||||||||||||||||||7644||
|JVYD|AH0718855114335HB|||717416629717||||||||||||||||||||7644||
|JVYD|AH071895510035HB|||781119501168||||||||||||||||||||7644||
|JVYD|AH0718955114330HB|||717416629793||||||||||||||||||||7644||
|JVYD|AH071885510035SBC|||717416629687||||||||||||||||||||7644||
|JVYD|AH0718855114335SBC|||717416629724||||||||||||||||||||7644||
|JVYD|AH071895510035SBC|||781119501175||||||||||||||||||||7644||
|JVYD|AH0718955114330SBC|||717416629809||||||||||||||||||||7644||
|JVYD|AH081885510035FGB|||717416629816||||||||||||||||||||7644||
|JVYD|AH0818855114335FGB|||717416629854||||||||||||||||||||7644||
|JVYD|AH081895510035FGB|||781119501120||||||||||||||||||||7644||
|JVYD|AH0818955114330FGB|||717416629939||||||||||||||||||||7644||
|JVYD|AH081885510035FW|||717416633646||||||||||||||||||||7644||
|JVYD|AH0818855114335FW|||717416633660||||||||||||||||||||7644||
|JVYD|AH081895510035FW|||781119501144||||||||||||||||||||7644||
|JVYD|AH0818955114330FW|||717416633677||||||||||||||||||||7644||
|JVYD|AH081885510035HB|||717416629830||||||||||||||||||||7644||
|JVYD|AH0818855114335HB|||717416629878||||||||||||||||||||7644||
|JVYD|AH081895510035HB|||781119501137||||||||||||||||||||7644||
|JVYD|AH0818955114330HB|||717416629953||||||||||||||||||||7644||
|JVYD|AH081885510035SBC|||717416629847||||||||||||||||||||7644||
|JVYD|AH0818855114335SBC|||717416629885||||||||||||||||||||7644||
|JVYD|AH081895510035SBC|||781119501113||||||||||||||||||||7644||
|JVYD|AH0818955114330SBC|||717416629960||||||||||||||||||||7644||
|JVYD|AH91885510035SMF_D|||717416634209||||||||||||||||||||7644||
|JVYD|AH91885510835SMF_D|||717416634285||||||||||||||||||||7644||
|JVYD|AH91885511235SMF_D|||717416634360||||||||||||||||||||7644||
|JVYD|AH91885511435SMF_D|||717416634445||||||||||||||||||||7644||
|JVYD|AH91895510035SMF_D|||717416634520||||||||||||||||||||7644||
|JVYD|AH91895511235SMF_D|||717416634605||||||||||||||||||||7644||
|JVYD|AH91895511435SMF_D|||717416634681||||||||||||||||||||7644||
|JVYD|AH91885510035HB_D|||717416634148||||||||||||||||||||7644||
|JVYD|AH91885510835HB_D|||717416634223||||||||||||||||||||7644||
|JVYD|AH91885511235HB_D|||717416634308||||||||||||||||||||7644||
|JVYD|AH91885511435HB_D|||717416634384||||||||||||||||||||7644||
|JVYD|AH91895510035HB_D|||717416634469||||||||||||||||||||7644||
|JVYD|AH91895511235HB_D|||717416634544||||||||||||||||||||7644||
|JVYD|AH91895511435HB_D|||717416634629||||||||||||||||||||7644||
|JVYD|AH91885510035MB_D|||717416634162||||||||||||||||||||7644||
|JVYD|AH91885510835MB_D|||717416634247||||||||||||||||||||7644||
|JVYD|AH91885511235MB_D|||717416634322||||||||||||||||||||7644||
|JVYD|AH91885511435MB_D|||717416634407||||||||||||||||||||7644||
|JVYD|AH91895510035MB_D|||717416634483||||||||||||||||||||7644||
|JVYD|AH91895511235MB_D|||717416634568||||||||||||||||||||7644||
|JVYD|AH91895511435MB_D|||717416634643||||||||||||||||||||7644||
|JVYD|AH91885510035BZ_D|||717416634179||||||||||||||||||||7644||
|JVYD|AH91885510835BZ_D|||717416634254||||||||||||||||||||7644||
|JVYD|AH91885511235BZ_D|||717416634339||||||||||||||||||||7644||
|JVYD|AH91885511435BZ_D|||717416634414||||||||||||||||||||7644||
|JVYD|AH91895510035BZ_D|||717416634490||||||||||||||||||||7644||
|JVYD|AH91895511235BZ_D|||717416634575||||||||||||||||||||7644||
|JVYD|AH91895511435BZ_D|||717416634650||||||||||||||||||||7644||
|JVYD|AH91885510035SMF_P|||717416634216||||||||||||||||||||7644||
|JVYD|AH91885510835SMF_P|||717416634292||||||||||||||||||||7644||
|JVYD|AH91885511235SMF_P|||717416634377||||||||||||||||||||7644||
|JVYD|AH91885511435SMF_P|||717416634452||||||||||||||||||||7644||
|JVYD|AH91895510035SMF_P|||717416634537||||||||||||||||||||7644||
|JVYD|AH91895511235SMF_P|||717416634612||||||||||||||||||||7644||
|JVYD|AH91895511435SMF_P|||717416634698||||||||||||||||||||7644||
|JVYD|AH91885510035HB_P|||717416634155||||||||||||||||||||7644||
|JVYD|AH91885510835HB_P|||717416634230||||||||||||||||||||7644||
|JVYD|AH91885511235HB_P|||717416634315||||||||||||||||||||7644||
|JVYD|AH91885511435HB_P|||717416634391||||||||||||||||||||7644||
|JVYD|AH91895510035HB_P|||717416634476||||||||||||||||||||7644||
|JVYD|AH91895511235HB_P|||717416634551||||||||||||||||||||7644||
|JVYD|AH91895511435HB_P|||717416634636||||||||||||||||||||7644||
|JVYD|AH91885510035MB_P|||717416634186||||||||||||||||||||7644||
|JVYD|AH91885510835MB_P|||717416634261||||||||||||||||||||7644||
|JVYD|AH91885511235MB_P|||717416634346||||||||||||||||||||7644||
|JVYD|AH91885511435MB_P|||717416634421||||||||||||||||||||7644||
|JVYD|AH91895510035MB_P|||717416634506||||||||||||||||||||7644||
|JVYD|AH91895511235MB_P|||717416634582||||||||||||||||||||7644||
|JVYD|AH91895511435MB_P|||717416634667||||||||||||||||||||7644||
|JVYD|AH91885510035BZ_P|||717416634193||||||||||||||||||||7644||
|JVYD|AH91885510835BZ_P|||717416634278||||||||||||||||||||7644||
|JVYD|AH91885511235BZ_P|||717416634353||||||||||||||||||||7644||
|JVYD|AH91885511435BZ_P|||717416634438||||||||||||||||||||7644||
|JVYD|AH91895510035BZ_P|||717416634513||||||||||||||||||||7644||
|JVYD|AH91895511235BZ_P|||717416634599||||||||||||||||||||7644||
|JVYD|AH91895511435BZ_P|||717416634674||||||||||||||||||||7644||
|JVYD|AH111985511235SMF|||744289623993||||||||||||||||||||7644||
|JVYD|AH111995511235SMF|||744289095172||||||||||||||||||||7644||
|JVYD|AH111985511435SMF|||744289821863||||||||||||||||||||7644||
|JVYD|AH111995511435SMF|||744289739281||||||||||||||||||||7644||
|JVYD|AH111985512035SMF|||744289009636||||||||||||||||||||7644||
|JVYD|AH111995512035SMF|||744289402499||||||||||||||||||||7644||
|JVYD|AH111885511235SMF|||781119510214||||||||||||||||||||7644||
|JVYD|AH111885511435SMF|||781119510252||||||||||||||||||||7644||
|JVYD|AH111885512035SMF|||781119510290||||||||||||||||||||7644||
|JVYD|AH111895511235SMF|||781119510337||||||||||||||||||||7644||
|JVYD|AH111895511435SMF|||781119510375||||||||||||||||||||7644||
|JVYD|AH111895512035SMF|||781119510412||||||||||||||||||||7644||
|JVYD|AH111985511235HB|||744289552699||||||||||||||||||||7644||
|JVYD|AH111995511235HB|||744289645803||||||||||||||||||||7644||
|JVYD|AH111985511435HB|||744289005614||||||||||||||||||||7644||
|JVYD|AH111995511435HB|||744289032856||||||||||||||||||||7644||
|JVYD|AH111985512035HB|||744289029122||||||||||||||||||||7644||
|JVYD|AH111995512035HB|||744289524955||||||||||||||||||||7644||
|JVYD|AH111885511235HB|||781119510191||||||||||||||||||||7644||
|JVYD|AH111885511435HB|||781119510238||||||||||||||||||||7644||
|JVYD|AH111885512035HB|||781119510276||||||||||||||||||||7644||
|JVYD|AH111895511235HB|||781119510313||||||||||||||||||||7644||
|JVYD|AH111895511435HB|||781119510351||||||||||||||||||||7644||
|JVYD|AH111895512035HB|||781119510399||||||||||||||||||||7644||
|JVYD|AH111985511235MB|||744289138251||||||||||||||||||||7644||
|JVYD|AH111995511235MB|||744289141527||||||||||||||||||||7644||
|JVYD|AH111985511435MB|||744289929941||||||||||||||||||||7644||
|JVYD|AH111995511435MB|||744289790862||||||||||||||||||||7644||
|JVYD|AH111985512035MB|||744289712093||||||||||||||||||||7644||
|JVYD|AH111995512035MB|||744289487298||||||||||||||||||||7644||
|JVYD|AH111885511235MB|||781119510207||||||||||||||||||||7644||
|JVYD|AH111885511435MB|||781119510245||||||||||||||||||||7644||
|JVYD|AH111885512035MB|||781119510283||||||||||||||||||||7644||
|JVYD|AH111895511235MB|||781119510320||||||||||||||||||||7644||
|JVYD|AH111895511435MB|||781119510368||||||||||||||||||||7644||
|JVYD|AH111895512035MB|||781119510405||||||||||||||||||||7644||
|JVYD|AH111985511235BZ|||744289684352||||||||||||||||||||7644||
|JVYD|AH111995511235BZ|||744289789835||||||||||||||||||||7644||
|JVYD|AH111985511435BZ|||744289398877||||||||||||||||||||7644||
|JVYD|AH111995511435BZ|||744289261768||||||||||||||||||||7644||
|JVYD|AH111985512035BZ|||744289170244||||||||||||||||||||7644||
|JVYD|AH111995512035BZ|||744289992761||||||||||||||||||||7644||
|JVYD|AH111885511235BZ|||781119510184||||||||||||||||||||7644||
|JVYD|AH111885511435BZ|||781119510221||||||||||||||||||||7644||
|JVYD|AH111885512035BZ|||781119510269||||||||||||||||||||7644||
